utente,tentativi,minuti,illecito
 36819,2,191,0
637897,2,150,0
997870,1,181,0
229629,2,208,0
336632,1,206,0
903994,1,170,0
311871,2,223,0
688710,1,185,0
 46870,1,236,0
598036,2,177,0
973922,1,198,0
969735,1,204,0
164230,2,190,0
115082,2,219,0
307811,1,193,0
718745,1,146,0
934609,1,157,0
721568,1,160,0
946843,1,192,0
792278,1,164,0
218063,1,209,0
951017,2,166,0
555912,1,174,0
553753,1,177,0
164230,1,193,0
533933,1,196,0
853154,1,176,0
590664,3,201,0
521615,1,114,0
 91896,1,184,0
802686,1,196,0
388480,1,173,0
548783,1,197,0
932772,4,576,1
582059,3,179,0
732979,1,185,0
679737,1,191,0
353012,2,588,1
800383,2,176,0
327663,1,191,0
915823,3,175,0
485287,1,214,0
 20650,1,180,0
296701,2,206,0
795499,2,198,0
925089,1,207,0
746522,2,175,0
707403,1,174,0
845934,2,179,0
103640,1,188,0
379092,1,192,0
854058,1,165,0
859699,1,163,0
238734,1,180,0
492411,1,186,0
 63457,1,190,0
446181,1,195,0
160473,1,192,0
267260,2,198,0
218428,1,194,0
229507,1,199,0
267208,1,178,0
151388,1,192,0
477075,1,183,0
490182,1,183,0
829584,1,176,0
518383,1,154,0
 36509,1,175,0
704548,1,181,0
605728,1,202,0
649854,1,184,0
707723,1,176,0
629341,1,168,0
176798,1,176,0
818779,2,196,0
818172,1,173,0
263367,1,169,0
498952,1,181,0
972653,1,162,0
909960,1,197,0
120984,1,182,0
292875,1,195,0
428649,1,177,0
947786,1,186,0
224388,1,576,1
790193,1,151,0
306576,1,180,0
327655,2,189,0
351252,1,186,0
947792,1,156,0
880507,1,181,0
726296,1,196,0
236898,1,196,0
430262,1,138,0
863841,4,594,1
 95715,1,165,0
637524,1,186,0
417294,2,604,1
 47000,1,137,0
627184,1,191,0
737563,1,190,0
 47000,1,162,0
299516,1,200,0
916916,1,164,0
965284,1,182,0
993470,1,152,0
892335,1,176,0
109437,1,251,0
  1968,2,185,0
893225,1,221,0
580658,1,171,0
113247,1,166,0
343822,8,613,1
135666,1,203,0
 42972,1,169,0
329662,1,191,0
784858,1,176,0
731220,2,187,0
621709,2,190,0
410302,1,168,0
977345,1,160,0
829799,1,173,0
854576,1,186,0
368131,1,195,0
799034,1,169,0
202433,2,173,0
665680,1,194,0
474508,1,622,1
510443,1,191,0
382578,1,172,0
969308,1,162,0
 93752,1,190,0
795499,1,177,0
767961,3,614,1
913683,1,190,0
975685,1,197,0
800221,1,165,0
732911,1,194,0
765218,1,205,0
735852,1,155,0
765946,2,168,0
 21991,1,192,0
559127,1,206,0
802686,1,192,0
226964,1,177,0
932913,1,202,0
560588,1,161,0
974668,1,189,0
735178,2,154,0
661237,1,189,0
649854,1,173,0
230141,1,210,0
397719,1,186,0
288315,1,976,1
184043,1,157,0
458752,1,160,0
129025,3,155,0
905964,1,191,0
209874,2,217,0
478506,1,190,0
972653,2,174,0
156402,3,167,0
487097,1,154,0
103640,1,178,0
226480,1,158,0
731128,1,202,0
392495,1,174,0
950385,1,178,0
394675,1,159,0
929861,2,190,0
919550,1,175,0
487704,1,177,0
820780,1,171,0
921361,1,191,0
 87808,1,167,0
599837,2,194,0
746261,1,178,0
613484,1,170,0
350156,2,164,0
661237,1,168,0
175597,1,178,0
784653,1,184,0
539296,1,162,0
335475,1,157,0
766200,1,620,1
184750,2,186,0
708317,5,613,1
766131,1,170,0
127898,1,194,0
281079,1,174,0
486969,1,178,0
414583,1,169,0
 21991,1,192,0
432356,1,160,0
778824,1,169,0
 74433,1,187,0
722120,1,168,0
708317,1,181,0
787334,1,178,0
124188,1,208,0
261735,1,198,0
541208,1,176,0
414583,1,196,0
570580,1,211,0
905552,2,182,0
471975,9,971,1
263198,2,171,0
496148,1,562,1
 96110,1,210,0
659066,1,163,0
725082,1,192,0
193342,1,168,0
947786,1,195,0
268513,1,171,0
329329,1,192,0
335779,1,166,0
723681,9,601,1
288534,1,177,0
197569,1,188,0
401804,1,966,1
327663,1,164,0
534036,1,197,0
125107,1,168,0
160473,1,947,1
611884,1,167,0
506022,6,593,1
872818,1,187,0
502540,3,191,0
784858,1,203,0
392495,1,183,0
 23530,2,164,0
297457,1,151,0
370749,1,187,0
932772,2,184,0
263042,1,201,0
737939,1,176,0
615398,2,183,0
405544,3,162,0
109437,3,189,0
732911,1,185,0
985855,1,214,0
408150,2,566,1
448824,1,157,0
881169,7,943,1
710346,1,198,0
411676,1,198,0
201656,1,228,0
554565,1,959,1
221272,1,176,0
313661,1,208,0
502540,1,192,0
277192,1,177,0
637142,1,952,1
403830,1,182,0
128821,1,168,0
989726,4,629,1
369128,1,174,0
746498,1,181,0
512219,1,149,0
530420,2,198,0
756347,1,207,0
774235,1,217,0
109832,1,196,0
 49572,2,166,0
793601,2,159,0
961965,2,155,0
280337,1,155,0
370286,2,214,0
189166,4,617,1
704548,1,189,0
656527,1,162,0
518383,1,144,0
459506,1,164,0
375793,2,185,0
 46870,1,177,0
300752,1,183,0
471167,1,156,0
513156,1,163,0
 55822,2,158,0
624552,1,204,0
696906,1,199,0
974494,1,204,0
474488,1,146,0
307049,1,145,0
589240,1,205,0
571187,1,177,0
207919,1,198,0
744785,1,204,0
823135,5,610,1
527257,1,196,0
782557,2,184,0
716968,1,137,0
297683,3,176,0
686513,1,146,0
198922,1,160,0
705880,1,155,0
138407,1,171,0
167898,1,189,0
 87338,1,185,0
878971,1,242,0
356490,3,167,0
691651,1,990,1
804147,1,169,0
848851,1,153,0
779148,1,207,0
967181,2,641,1
403802,1,209,0
449743,1,163,0
128821,1,172,0
688388,1,187,0
792693,1,196,0
865554,1,180,0
717462,1,168,0
938928,1,219,0
137659,1,161,0
 53473,3,141,0
522028,1,206,0
531760,2,179,0
904920,1,199,0
926235,1,173,0
668309,3,169,0
845952,3,181,0
745206,3,174,0
689332,1,221,0
847314,1,198,0
 19879,1,156,0
 18077,2,160,0
893225,2,951,1
768035,1,178,0
522028,1,138,0
822250,1,118,0
477075,1,181,0
306631,1,210,0
 53395,1,191,0
510443,2,194,0
174838,1,156,0
298042,1,131,0
168174,1,163,0
205795,3,944,1
470618,1,171,0
620742,1,163,0
997671,1,174,0
958077,1,179,0
515719,4,966,1
775550,2,608,1
144552,1,140,0
855743,2,174,0
375748,1,195,0
110386,1,175,0
934609,1,214,0
333712,1,209,0
279763,1,145,0
890490,1,131,0
812219,3,158,0
790193,1,190,0
595423,1,139,0
849811,3,186,0
742063,1,152,0
708317,1,160,0
993438,1,192,0
352478,2,195,0
357486,1,170,0
806158,1,162,0
  8520,2,197,0
849232,1,180,0
238837,1,121,0
349183,6,969,1
781383,3,202,0
 58538,1,156,0
421361,1,167,0
102396,1,589,1
650632,2,190,0
707790,2,162,0
113247,1,183,0
789549,1,190,0
112568,1,180,0
881169,2,183,0
 85298,1,206,0
497145,1,167,0
920275,1,161,0
710715,2,190,0
284684,1,165,0
897660,2,613,1
373535,2,182,0
774838,1,179,0
558114,1,216,0
 63547,1,177,0
206374,1,188,0
884797,1,189,0
527704,2,193,0
300201,2,156,0
642406,2,179,0
299516,2,186,0
143270,1,962,1
285013,1,181,0
477075,2,158,0
569102,1,185,0
656527,1,174,0
609332,3,157,0
889804,2,193,0
425309,1,205,0
 67014,1,183,0
913683,1,190,0
 70511,3,619,1
400785,5,591,1
820548,1,188,0
 55198,1,168,0
521650,1,195,0
240528,1,200,0
704329,3,193,0
889804,1,166,0
615398,1,216,0
785781,3,180,0
911666,1,169,0
 62742,1,928,1
224309,3,162,0
 18077,1,192,0
 75796,1,183,0
632289,1,150,0
202427,1,192,0
 73861,2,949,1
582483,1,162,0
472662,1,587,1
920836,1,180,0
828969,2,605,1
625649,1,198,0
542374,1,978,1
135553,1,189,0
119424,1,160,0
919550,1,202,0
734469,1,177,0
320587,1,188,0
892335,1,196,0
219217,4,180,0
363479,1,210,0
 97510,1,144,0
937322,1,179,0
929614,1,150,0
329977,1,171,0
878971,4,556,1
780112,1,174,0
838244,2,162,0
334828,1,163,0
607644,2,197,0
681063,2,214,0
580658,2,175,0
 52154,1,198,0
247094,1,160,0
307515,1,191,0
687923,2,965,1
277192,1,229,0
 30502,1,202,0
526345,1,156,0
498978,1,164,0
809368,2,168,0
490810,2,215,0
973300,1,174,0
515100,1,182,0
284684,1,196,0
 74515,2,174,0
329714,1,164,0
246838,1,172,0
641586,1,149,0
263540,1,183,0
920275,2,198,0
886371,1,208,0
910186,1,187,0
351252,1,204,0
470688,1,220,0
774193,3,168,0
731220,1,159,0
804878,1,134,0
546327,2,216,0
881722,2,189,0
965284,1,212,0
681848,1,156,0
543417,1,596,1
205191,2,161,0
818172,2,150,0
296370,1,185,0
201809,1,181,0
408150,2,602,1
  8666,1,208,0
836518,1,175,0
388480,1,592,1
261171,2,951,1
  2691,1,169,0
232127,1,190,0
218063,1,173,0
369124,1,168,0
878870,1,185,0
400785,3,177,0
905552,1,127,0
610989,1,180,0
881722,1,165,0
695384,1,179,0
818779,1,150,0
484384,1,182,0
206066,1,180,0
138966,1,174,0
327663,1,176,0
336632,1,177,0
326205,1,180,0
480165,1,213,0
726726,1,159,0
749628,1,160,0
397511,1,160,0
962600,2,221,0
881169,1,195,0
140721,3,214,0
248478,1,216,0
781036,1,200,0
746261,1,162,0
326205,1,189,0
759777,1,192,0
193737,1,214,0
349183,4,557,1
170294,1,203,0
176798,1,584,1
797332,1,174,0
 72526,1,187,0
205795,1,187,0
213774,1,206,0
808411,2,919,1
350421,1,171,0
734002,1,600,1
252935,1,139,0
408228,2,199,0
696634,1,163,0
831964,1,165,0
288955,1,188,0
167505,1,149,0
679182,1,224,0
324187,2,179,0
934609,3,166,0
184392,1,201,0
739288,1,206,0
611404,2,168,0
 63943,1,150,0
504759,1,218,0
775550,1,176,0
298042,1,161,0
382578,1,227,0
 95715,1,191,0
707790,1,172,0
417718,1,171,0
672912,1,177,0
996494,1,182,0
359649,1,189,0
947792,1,212,0
402462,2,161,0
 11953,1,167,0
544704,2,168,0
968350,1,143,0
397995,2,165,0
776168,1,170,0
707723,1,173,0
156420,1,173,0
117512,1,184,0
326205,1,216,0
369601,1,180,0
933895,1,156,0
873148,1,182,0
297745,1,185,0
746522,1,582,1
674871,2,614,1
202433,2,603,1
357158,1,184,0
242784,1,187,0
401804,3,186,0
747048,2,202,0
 52361,1,193,0
722120,1,188,0
407491,2,190,0
689433,1,203,0
821221,1,162,0
400336,2,215,0
603260,1,165,0
795499,1,976,1
521615,1,128,0
800221,3,176,0
739544,1,162,0
969279,1,180,0
205795,1,198,0
979596,4,146,0
992477,6,625,1
721568,1,166,0
827189,2,1003,1
 57773,1,157,0
913220,1,609,1
175352,3,165,0
228425,1,174,0
 87859,1,183,0
536790,1,189,0
904920,1,213,0
509404,4,640,1
847314,1,177,0
117512,1,148,0
284845,1,182,0
973922,2,128,0
877603,6,631,1
198561,1,212,0
 27439,3,584,1
298042,3,200,0
674871,1,176,0
913328,1,193,0
224309,1,178,0
391814,1,192,0
  7272,1,197,0
784423,1,168,0
978761,1,192,0
255962,1,159,0
792238,1,188,0
266231,1,175,0
995594,1,956,1
375793,1,167,0
226480,2,165,0
388480,2,185,0
513980,2,160,0
 97510,1,175,0
459506,1,158,0
564538,1,935,1
236023,1,155,0
238734,2,190,0
167898,1,179,0
572309,1,208,0
 91896,1,192,0
475463,1,191,0
491970,1,168,0
 30434,2,190,0
 42086,2,176,0
996747,2,604,1
551085,1,213,0
459276,1,182,0
206066,1,181,0
345700,1,124,0
298433,1,194,0
 63943,1,184,0
122267,2,165,0
401490,2,164,0
 73005,1,184,0
957261,2,138,0
491970,2,971,1
  8615,11,604,1
794509,2,138,0
504896,1,184,0
205806,1,168,0
 16731,1,126,0
466272,1,168,0
371439,1,181,0
702098,1,199,0
 37662,2,991,1
294236,1,156,0
699100,2,198,0
740738,1,190,0
690763,3,171,0
401804,1,220,0
585839,3,190,0
828732,1,157,0
 53395,1,176,0
397995,3,975,1
726726,1,185,0
827189,1,604,1
401151,1,190,0
361688,1,184,0
886371,1,219,0
605756,1,168,0
347247,1,181,0
 45263,3,162,0
122805,1,188,0
263042,1,161,0
359521,2,199,0
292481,1,195,0
620137,2,206,0
969932,1,182,0
120365,1,158,0
350623,2,962,1
 15209,1,189,0
966771,2,195,0
383143,1,970,1
 11188,3,195,0
962600,1,165,0
713612,1,154,0
 85294,1,165,0
539296,4,957,1
478506,1,948,1
913683,2,201,0
200075,1,944,1
282358,2,168,0
184261,1,218,0
170294,1,191,0
 83577,1,167,0
769488,4,164,0
845640,2,966,1
 75796,1,145,0
483475,2,982,1
798997,1,185,0
397995,1,195,0
142565,1,207,0
446897,1,178,0
740974,1,175,0
292731,1,203,0
458752,1,149,0
317657,1,164,0
 12348,1,153,0
787334,1,135,0
662380,1,190,0
969308,1,186,0
570580,3,201,0
796207,1,164,0
213629,2,900,1
182903,2,184,0
641327,1,158,0
235299,1,182,0
417028,1,165,0
485287,1,189,0
553753,1,188,0
866780,1,184,0
451606,2,975,1
777467,1,185,0
351172,1,183,0
672897,1,178,0
823581,15,628,1
351783,1,180,0
732742,1,169,0
349183,5,950,1
453012,2,179,0
709967,1,607,1
117512,1,185,0
504893,1,180,0
 24258,1,220,0
414583,1,158,0
707790,1,154,0
193898,3,572,1
298433,2,973,1
232478,1,146,0
772321,1,196,0
863841,1,158,0
999650,1,183,0
486372,1,186,0
224920,1,153,0
270193,1,231,0
703224,1,151,0
213774,1,152,0
774235,2,192,0
 96110,3,149,0
 35804,2,152,0
292731,1,187,0
 55822,1,183,0
391652,1,180,0
577752,1,193,0
751487,1,201,0
604904,1,176,0
207368,1,217,0
153569,2,183,0
574701,1,159,0
159869,1,160,0
 87192,1,160,0
933895,1,144,0
175352,1,178,0
707403,1,158,0
933895,2,181,0
151388,1,160,0
845640,1,159,0
579016,1,162,0
858931,1,179,0
550611,2,198,0
176798,2,157,0
665680,1,181,0
382578,1,145,0
459506,1,190,0
379160,1,171,0
811905,1,221,0
414583,1,217,0
 87808,1,185,0
695262,2,179,0
630310,3,169,0
774235,2,155,0
905052,3,998,1
629199,1,201,0
904225,1,141,0
761478,1,248,0
820780,1,180,0
637142,2,201,0
681848,1,193,0
615561,1,151,0
 68121,1,175,0
391814,2,213,0
227446,1,601,1
812938,1,175,0
559127,2,184,0
686513,2,176,0
536632,1,171,0
184261,1,204,0
 69469,1,168,0
 23290,1,157,0
284845,1,193,0
205191,2,191,0
127150,2,198,0
164230,2,190,0
163192,1,129,0
955703,1,176,0
905552,2,185,0
990221,6,626,1
455373,2,203,0
474431,1,176,0
 22137,2,945,1
551232,1,191,0
153569,5,600,1
219217,1,187,0
 78204,2,162,0
838034,1,150,0
 52680,1,174,0
311871,2,171,0
338686,1,210,0
618114,1,171,0
980712,1,181,0
 85298,1,170,0
831964,1,159,0
745238,1,190,0
348505,1,154,0
202427,1,155,0
118350,2,177,0
330332,1,172,0
641586,1,193,0
765476,1,191,0
486872,2,210,0
920591,1,194,0
347247,4,968,1
 57773,1,117,0
417294,1,211,0
527704,1,208,0
451606,1,200,0
401490,1,172,0
913328,1,204,0
311871,2,959,1
208227,4,226,0
649854,2,166,0
114099,1,184,0
735045,1,193,0
 13294,2,184,0
343624,2,172,0
946843,1,193,0
854058,1,161,0
 44090,1,168,0
519728,1,205,0
106022,2,172,0
412692,1,144,0
995860,1,163,0
568182,1,162,0
381617,1,174,0
765946,1,182,0
680974,4,185,0
812506,1,170,0
368131,1,216,0
 24987,1,168,0
285474,2,189,0
740974,1,163,0
929861,1,131,0
946879,1,233,0
753202,1,955,1
205318,1,134,0
734469,1,172,0
312192,1,169,0
274374,1,198,0
341477,6,552,1
 72143,1,162,0
518383,3,180,0
753004,1,169,0
527704,1,175,0
504893,3,200,0
 41844,1,190,0
884797,1,148,0
205191,1,176,0
240498,1,185,0
 53395,2,160,0
697947,8,577,1
329229,1,173,0
127150,1,190,0
531760,1,200,0
369601,1,160,0
455373,1,124,0
271116,3,188,0
288534,1,166,0
448238,2,165,0
611884,1,195,0
315248,1,187,0
448238,1,189,0
417247,1,185,0
  3027,1,168,0
373535,5,608,1
 11188,1,180,0
137659,1,174,0
233530,2,191,0
786805,1,181,0
596729,3,169,0
103640,1,213,0
405544,1,194,0
620216,1,150,0
366949,2,175,0
270669,1,172,0
182903,1,180,0
774838,1,189,0
341110,2,190,0
903994,1,191,0
512910,1,154,0
732742,1,169,0
 36509,1,194,0
598036,1,175,0
470688,1,174,0
618114,1,199,0
965284,1,190,0
746522,1,220,0
518427,1,162,0
389042,2,173,0
108379,1,163,0
382874,1,175,0
320605,1,167,0
329329,1,216,0
829693,1,200,0
516704,1,196,0
182957,3,144,0
231956,1,196,0
  2206,1,175,0
497145,1,182,0
765095,1,230,0
583055,2,157,0
816746,1,205,0
146511,1,171,0
808736,2,187,0
731115,1,157,0
443369,1,172,0
209874,1,160,0
145254,3,965,1
706426,2,218,0
371134,1,201,0
953548,1,160,0
969308,1,161,0
329977,1,191,0
  5719,1,180,0
840141,1,197,0
 52154,1,180,0
751487,1,192,0
 89259,1,166,0
883124,2,174,0
936684,1,176,0
892335,2,159,0
704592,1,153,0
 58538,1,601,1
845640,2,171,0
747419,1,190,0
681063,1,168,0
369124,1,183,0
737563,3,600,1
713185,1,167,0
 98890,1,196,0
761478,1,159,0
579016,2,198,0
745238,1,171,0
176798,1,158,0
405403,1,184,0
417247,1,210,0
831578,1,195,0
649854,2,163,0
965284,1,157,0
296370,2,131,0
218359,3,171,0
 24258,1,184,0
519678,1,177,0
 76137,1,170,0
 83720,1,166,0
189142,1,181,0
300168,1,209,0
559038,4,590,1
674871,3,967,1
886371,1,194,0
 28729,1,154,0
788627,1,196,0
705149,3,179,0
127348,1,183,0
912232,1,191,0
615561,1,192,0
 44090,1,166,0
565160,3,181,0
320605,1,185,0
873029,1,206,0
808411,1,177,0
 36819,1,166,0
175597,2,197,0
497533,1,180,0
620137,1,171,0
341110,1,173,0
181195,1,162,0
579166,1,192,0
781383,1,155,0
712588,1,152,0
604689,4,928,1
335779,1,195,0
184043,1,166,0
 36819,3,169,0
 11941,1,168,0
689615,1,201,0
565160,1,191,0
506022,1,161,0
336239,1,163,0
261171,1,154,0
  6705,1,163,0
678058,1,169,0
334828,1,119,0
924055,2,185,0
719813,1,201,0
897660,1,139,0
827189,2,942,1
800221,1,201,0
768035,1,146,0
917765,2,177,0
706894,2,221,0
391652,2,143,0
171731,1,204,0
670005,1,122,0
526345,2,174,0
263350,4,181,0
983786,4,172,0
141897,1,181,0
858931,1,183,0
831035,3,977,1
732979,1,187,0
417247,1,183,0
804341,1,160,0
356490,1,157,0
459276,1,195,0
786195,1,164,0
560588,3,166,0
517943,1,165,0
934609,1,206,0
525866,2,200,0
140149,2,183,0
548172,1,150,0
389668,2,157,0
365851,2,194,0
827581,4,953,1
911988,1,197,0
421361,1,646,1
117686,1,192,0
300201,2,980,1
680974,1,151,0
465344,1,169,0
255842,1,154,0
458752,1,202,0
 64814,1,145,0
762828,2,161,0
329229,1,176,0
 75796,1,173,0
   536,3,968,1
452393,1,147,0
405431,1,125,0
344197,1,169,0
895234,1,160,0
458752,1,198,0
395703,1,182,0
387321,1,178,0
629199,1,191,0
277192,3,141,0
504893,1,157,0
665680,1,158,0
803488,2,210,0
527257,1,167,0
 24987,1,201,0
490182,1,187,0
889804,2,197,0
115082,2,214,0
406961,1,183,0
375816,1,190,0
605756,1,179,0
504893,4,164,0
921361,4,1003,1
345700,1,188,0
 10022,1,195,0
614261,1,172,0
981292,1,180,0
958119,1,188,0
122805,3,191,0
828732,1,190,0
934609,1,170,0
903398,1,208,0
932913,1,157,0
764481,1,171,0
734469,1,168,0
217417,1,177,0
251407,1,141,0
985469,1,150,0
431780,1,157,0
785839,1,205,0
 57773,1,195,0
929861,1,152,0
681848,1,180,0
798997,1,200,0
379092,1,162,0
266231,6,185,0
315536,1,186,0
 52032,1,164,0
737355,2,204,0
862614,1,213,0
353012,1,155,0
391652,1,184,0
248166,1,159,0
298042,5,987,1
598036,3,176,0
266231,2,189,0
400336,1,193,0
115082,1,177,0
845934,2,187,0
422493,1,211,0
981361,1,183,0
909960,1,169,0
 77083,1,195,0
459276,1,178,0
854058,1,203,0
343822,1,167,0
687749,2,189,0
 44994,2,193,0
328747,1,149,0
703224,1,160,0
870087,1,172,0
637142,3,160,0
737563,7,635,1
527704,1,175,0
224388,1,190,0
721885,1,222,0
936363,1,159,0
884797,1,165,0
361300,1,182,0
265845,1,143,0
305908,1,188,0
347789,1,219,0
973135,1,168,0
474431,2,188,0
745180,1,189,0
993438,1,185,0
506022,1,588,1
 24462,1,180,0
 63222,1,947,1
968287,1,167,0
389042,1,974,1
732135,1,134,0
 36819,1,629,1
535297,1,185,0
551085,1,179,0
493888,3,622,1
963978,1,936,1
423441,2,179,0
596420,1,168,0
989726,1,190,0
912232,1,194,0
 49572,1,165,0
356921,2,176,0
639954,4,618,1
266231,1,977,1
206374,1,150,0
782557,1,215,0
580658,2,209,0
479333,3,164,0
 25700,1,125,0
117754,3,166,0
275208,1,198,0
543417,5,992,1
109524,1,144,0
178831,1,189,0
  8760,1,164,0
373535,1,194,0
235550,1,182,0
990208,2,147,0
795553,1,136,0
 89037,1,179,0
805489,1,170,0
746498,1,175,0
288534,1,186,0
497705,2,177,0
966771,1,219,0
904682,6,924,1
266231,6,624,1
500531,1,183,0
365851,2,165,0
366949,1,178,0
579166,1,180,0
768035,1,170,0
248478,1,196,0
725082,1,187,0
728553,1,146,0
808744,1,184,0
685307,2,172,0
338686,4,934,1
690763,1,211,0
952989,1,173,0
788627,3,619,1
881722,1,184,0
845640,1,142,0
655549,1,199,0
560532,1,205,0
823581,2,153,0
 91896,1,153,0
434303,1,164,0
263350,1,189,0
969932,1,182,0
955548,1,203,0
195383,1,161,0
 69469,3,199,0
112568,1,202,0
254056,1,171,0
792134,1,197,0
 36777,1,199,0
710715,1,170,0
569102,2,159,0
422493,1,169,0
 83720,1,197,0
554565,2,204,0
650665,1,213,0
625978,1,155,0
143702,2,196,0
923803,1,190,0
572961,1,960,1
996077,1,193,0
695384,1,198,0
512653,1,959,1
716572,1,180,0
493888,1,202,0
261858,1,151,0
208227,1,195,0
346437,1,157,0
781383,1,183,0
541362,1,182,0
375816,1,171,0
641586,1,196,0
297683,1,192,0
   536,1,177,0
218428,1,205,0
230190,2,204,0
618114,2,188,0
504893,2,149,0
920836,1,188,0
996601,1,619,1
698168,1,176,0
366949,1,159,0
741141,1,180,0
 65689,1,180,0
947792,1,158,0
219349,1,192,0
966771,2,582,1
229507,1,183,0
696906,1,180,0
176798,1,194,0
 72385,1,165,0
726296,1,159,0
788627,2,178,0
637524,1,174,0
737563,1,220,0
595423,1,219,0
405403,1,212,0
235299,1,138,0
382578,1,181,0
551085,1,173,0
905052,1,170,0
999650,2,201,0
996494,1,206,0
837580,2,222,0
576941,1,192,0
297332,3,178,0
391814,1,177,0
804341,1,156,0
362810,2,185,0
187354,4,954,1
405287,1,163,0
 52032,1,189,0
899758,1,195,0
289019,1,149,0
539296,1,184,0
117686,1,172,0
531760,1,201,0
765678,1,167,0
558785,1,195,0
327663,1,580,1
153569,1,184,0
344209,1,141,0
845774,2,165,0
160520,1,212,0
912232,3,208,0
969299,1,139,0
792238,1,965,1
560259,2,203,0
386068,1,161,0
625978,2,171,0
226444,1,207,0
848851,1,176,0
218063,1,134,0
913328,1,174,0
604067,1,205,0
922275,1,216,0
176555,1,176,0
827109,1,166,0
 48797,1,184,0
653774,3,162,0
641327,1,157,0
998342,1,159,0
 22137,2,163,0
486872,2,160,0
744785,1,181,0
263042,2,197,0
218063,1,199,0
255588,1,186,0
985855,1,204,0
504896,2,200,0
478326,1,212,0
884797,1,152,0
 87338,1,160,0
221272,1,173,0
315536,1,178,0
656527,1,173,0
792693,1,176,0
591746,1,195,0
201656,1,181,0
576941,1,163,0
845774,1,203,0
955199,1,198,0
189166,1,199,0
505088,3,149,0
990208,1,200,0
994199,1,173,0
255305,1,203,0
656062,1,151,0
434303,1,141,0
976650,1,172,0
853154,1,160,0
480289,1,180,0
172996,2,616,1
387321,1,171,0
878971,2,189,0
193898,1,197,0
461193,2,180,0
288891,3,191,0
875233,1,161,0
477075,2,181,0
707790,1,178,0
127898,1,966,1
128821,8,986,1
266615,1,171,0
218359,2,189,0
102779,1,189,0
904225,2,146,0
833943,1,184,0
598623,3,174,0
412692,1,176,0
667462,2,196,0
119422,2,200,0
895078,1,131,0
115766,1,160,0
816746,1,181,0
233530,1,990,1
675209,3,954,1
341110,1,219,0
236898,3,160,0
326205,1,144,0
689433,2,153,0
502273,1,188,0
502273,1,195,0
678058,1,188,0
710715,1,169,0
878870,1,158,0
679891,1,184,0
467688,1,180,0
745238,2,216,0
471167,3,218,0
525866,3,204,0
651654,1,177,0
656527,2,163,0
463486,3,953,1
739036,1,569,1
543226,1,217,0
737939,3,210,0
360509,1,158,0
292875,1,202,0
 28174,1,185,0
255588,1,588,1
467528,1,187,0
494896,1,176,0
358143,1,191,0
486372,2,154,0
131440,1,179,0
753963,1,609,1
463486,2,187,0
 81088,2,223,0
977345,1,198,0
981214,1,143,0
141897,1,161,0
184750,2,171,0
361300,1,196,0
673283,1,989,1
467528,2,194,0
518427,1,185,0
900749,1,187,0
467528,2,155,0
950385,1,135,0
771199,4,135,0
649854,3,168,0
285409,3,176,0
981214,1,151,0
189618,1,174,0
712588,1,198,0
688658,2,150,0
628097,1,154,0
242784,2,176,0
 89455,2,170,0
131355,1,179,0
770791,1,155,0
919657,1,165,0
468653,1,168,0
493888,1,165,0
818172,1,157,0
 74918,1,170,0
288534,1,221,0
417718,2,181,0
781090,1,156,0
393391,1,167,0
805489,1,164,0
213862,1,605,1
862244,1,172,0
490182,2,182,0
776168,1,153,0
590664,1,167,0
266205,1,206,0
696634,2,174,0
696307,1,969,1
394748,1,185,0
878881,1,175,0
227052,1,181,0
109832,1,175,0
446181,1,185,0
595423,2,147,0
875233,2,189,0
971649,1,185,0
823829,1,172,0
931686,1,181,0
123398,1,185,0
269912,1,177,0
490810,1,121,0
808411,1,169,0
352492,1,146,0
134559,1,197,0
181195,1,178,0
625717,1,151,0
976650,1,612,1
516704,1,180,0
 24987,1,138,0
477011,1,175,0
120984,1,204,0
972541,1,164,0
236023,2,153,0
382874,1,178,0
626693,2,180,0
280337,1,178,0
160470,1,952,1
281128,4,178,0
413198,1,168,0
